"";"date";"temperature";"humidity";"ID"
"48";"02-17";8,03500000000003;55,625;2000
"49";"02-18";10,22125;66,75;2000
"50";"02-19";13,57375;52,625;2000
"51";"02-20";9,08750000000003;38,25;2000
"52";"02-21";6,70875000000003;36,25;2000
"53";"02-22";5,90875000000003;44,75;2000
"54";"02-23";6,00000000000002;55,125;2000
"55";"02-24";7,26125000000002;68,75;2000
"56";"02-25";8,51250000000002;76,375;2000
"57";"02-26";9,89875000000003;76;2000
"58";"02-27";8,94875000000003;88,5;2000
"59";"02-28";11,54625;89,5;2000
"60";"02-29";11,40625;91;2000
"61";"03-01";11,7075;67;2000
"62";"03-02";9,62375000000002;42,125;2000
"63";"03-03";8,38625000000003;61;2000
"64";"03-04";12,07125;53,5;2000
"65";"03-05";8,36000000000003;30,375;2000
"66";"03-06";7,53500000000003;55,125;2000
"67";"03-07";10,30625;77,625;2000
"68";"03-08";10,53625;72,75;2000
"69";"03-09";16,56;50;2000
"70";"03-10";16,6725;47,375;2000
"71";"03-11";13,7325;67,25;2000
"72";"03-12";12,7;64;2000
"73";"03-13";11,57375;72,25;2000
"74";"03-14";14,46125;57,5;2000
"75";"03-15";14,26;42,125;2000
"76";"03-16";12,97375;32,5;2000
"77";"03-17";14,4125;39,875;2000
"78";"03-18";14,078;41;2000
"79";"03-19";9,52375000000003;61,125;2000
"80";"03-20";7,78500000000003;77,5;2000
"81";"03-21";8,70750000000003;74,625;2000
"82";"03-22";10,46125;82;2000
"83";"03-23";11,045;80,25;2000
"84";"03-24";13,485;82,75;2000
"85";"03-25";11,68625;90;2000
"86";"03-26";11,56;63,125;2000
"87";"03-27";10,0475;58,5;2000
"88";"03-28";9,00875000000003;58;2000
"89";"03-29";9,11000000000002;57,25;2000
"90";"03-30";8,62375000000004;67,125;2000
"91";"03-31";9,45000000000002;81,375;2000
"92";"04-01";10,5375;69,375;2000
"93";"04-02";11,4975;80,875;2000
"94";"04-03";13,06125;80,125;2000
"95";"04-04";14,39875;69,375;2000
"96";"04-05";12,92375;51,125;2000
"97";"04-06";11,725;46,5;2000
"98";"04-07";11,33125;61,5;2000
"99";"04-08";11,6125;76,75;2000
"100";"04-09";9,46125000000003;84,75;2000
"101";"04-10";10,79875;85,125;2000
"102";"04-11";13,49625;71,125;2000
"103";"04-12";12,22375;67,125;2000
"104";"04-13";12,6125;76,25;2000
"105";"04-14";14,10875;88,5;2000
"106";"04-15";12,97;71,25;2000
"107";"04-16";13,89875;84,125;2000
"108";"04-17";13,485;64,125;2000
"109";"04-18";13,4875;60;2000
"110";"04-19";15,89875;45,75;2000
"111";"04-20";14,93625;55,5;2000
"112";"04-21";14,54875;73,625;2000
"113";"04-22";14,7125;90,375;2000
"114";"04-23";13,5975;79,25;2000
"115";"04-24";13,3975;66,875;2000
"116";"04-25";13,67375;81,125;2000
"117";"04-26";15,23375;81;2000
"118";"04-27";14,085;77,75;2000
"119";"04-28";12,6875;75,125;2000
"120";"04-29";12,71;74,625;2000
"121";"04-30";13,83625;81;2000
"122";"05-01";16,74625;70,125;2000
"123";"05-02";17,72375;69,75;2000
"124";"05-03";16,6;75,25;2000
"125";"05-04";16,63625;75,375;2000
"126";"05-05";17,0375;79,5;2000
"127";"05-06";16,7225;86,875;2000
"128";"05-07";16,82375;84,25;2000
"129";"05-08";16,77375;85;2000
"130";"05-09";16,47375;90,25;2000
"131";"05-10";17,52;87,75;2000
"132";"05-11";17,68375;87,5;2000
"133";"05-12";17,48625;84,875;2000
"134";"05-13";18,88625;78;2000
"135";"05-14";18,7725;74,25;2000
"136";"05-15";19,92375;70,125;2000
"137";"05-16";19,435;71,625;2000
"138";"05-17";18,7225;76,75;2000
"139";"05-18";18,58375;56;2000
"140";"05-19";17,48625;44,375;2000
"141";"05-20";17,3975;52,125;2000
"142";"05-21";17,85;59,375;2000
"143";"05-22";19,2671428571429;50,1428571428571;2000
"144";"05-23";17,26;60,375;2000
"145";"05-24";18,3575;73,125;2000
"146";"05-25";20,585;69,875;2000
"147";"05-26";19,985;68;2000
"148";"05-27";18,675;61,625;2000
"149";"05-28";17,86125;75;2000
"150";"05-29";20,76125;56,625;2000
"151";"05-30";22,125;58,625;2000
"152";"05-31";21,28625;55,375;2000
"153";"06-01";22,16;56,375;2000
"154";"06-02";20,26125;73;2000
"155";"06-03";20,79625;72,5;2000
"156";"06-04";21,23625;72,125;2000
"157";"06-05";21,1125;75,75;2000
"158";"06-06";19,66;54,75;2000
"159";"06-07";21,8;38,25;2000
"160";"06-08";19,99875;65;2000
"161";"06-09";20,56125;85,5;2000
"162";"06-10";18,08625;89,375;2000
"163";"06-11";16,72375;80,5;2000
"164";"06-12";20,26125;59,125;2000
"165";"06-13";20,8975;74,375;2000
"166";"06-14";20,9975;82,125;2000
"167";"06-15";25,07125;56;2000
"168";"06-16";27,37125;38,375;2000
"169";"06-17";24,6375;49,375;2000
"170";"06-18";22,285;70,625;2000
"171";"06-19";21,7;66,75;2000
"172";"06-20";20,585;71,375;2000
"173";"06-21";20,2625;68,25;2000
"174";"06-22";21,23375;73,5;2000
"175";"06-23";23,96125;46,125;2000
"176";"06-24";21,335;44,75;2000
"177";"06-25";21,4;46,5;2000
"178";"06-26";21,21125;51,25;2000
"179";"06-27";21,96125;60;2000
"180";"06-28";25,14875;62,625;2000
"181";"06-29";25,32375;47,625;2000
"182";"06-30";23,19875;61,125;2000
"183";"07-01";22,81125;79,5;2000
"184";"07-02";22,88625;71,5;2000
"185";"07-03";22,96;84,625;2000
"186";"07-04";23,49625;58;2000
"187";"07-05";22,4625;52,5;2000
"188";"07-06";22,65;60,125;2000
"189";"07-07";25,435;58;2000
"190";"07-08";23,62375;40,875;2000
"191";"07-09";21,56;47,375;2000
"192";"07-10";19,07125;74,125;2000
"193";"07-11";18,8375;49,875;2000
"194";"07-12";18,92375;41,625;2000
"195";"07-13";20,725;46,125;2000
"196";"07-14";21,575;57;2000
"197";"07-15";20,8825;43,75;2000
"198";"07-16";20,27375;38,125;2000
"199";"07-17";18,79625;47,75;2000
"200";"07-18";19,6125;61,5;2000
"201";"07-19";22,23625;55,25;2000
"202";"07-20";23,5625;48,375;2000
"203";"07-21";22,39875;58;2000
"204";"07-22";21,12375;82,125;2000
"205";"07-23";22,12375;73,25;2000
"206";"07-24";22,78625;67,625;2000
"207";"07-25";22,0725;71;2000
"208";"07-26";22,485;68,5;2000
"209";"07-27";23,99625;59;2000
"210";"07-28";25,23375;52,875;2000
"211";"07-29";24,33625;42,625;2000
"212";"07-30";24,1725;42,625;2000
"213";"07-31";24,15875;48,25;2000
"214";"08-01";21,535;79,5;2000
"215";"08-02";23,55;80,5;2000
"216";"08-03";21,3625;71;2000
"217";"08-04";22,6325;45,25;2000
"218";"08-05";21,8225;47,875;2000
"219";"08-06";23,97375;42,125;2000
"220";"08-07";25,31;39,875;2000
"221";"08-08";23,86125;53,5;2000
"222";"08-09";23,95;61,25;2000
"223";"08-10";21,8428571428572;79,8571428571429;2000
"224";"08-11";22,4625;83,375;2000
"225";"08-12";23,175;82,875;2000
"226";"08-13";23,875;69,25;2000
"227";"08-14";25,2;69,125;2000
"228";"08-15";28,25;53,625;2000
"229";"08-16";27,5625;53,375;2000
"230";"08-17";24,8625;78;2000
"231";"08-18";25,05;77,625;2000
"232";"08-19";24,3875;79,125;2000
"233";"08-20";25,025;83,625;2000
"234";"08-21";24,4125;77,75;2000
"235";"08-22";22,7125;57;2000
"236";"08-23";22,6625;71,375;2000
"237";"08-24";24,725;76;2000
"238";"08-25";25,125;73,25;2000
"239";"08-26";24,1875;74;2000
"240";"08-27";24,7;41,25;2000
"241";"08-28";23,9;39;2000
"242";"08-29";21,95;54,375;2000
"243";"08-30";20,7;88,5;2000
"244";"08-31";21,4375;66,875;2000
"245";"09-01";22,2125;57,5;2000
"246";"09-02";21,7125;48,25;2000
"247";"09-03";21,0625;47,125;2000
"248";"09-04";20,375;44,875;2000
"249";"09-05";20,3875;41,25;2000
"250";"09-06";20,3875;52,375;2000
"251";"09-07";24,05;39,375;2000
"252";"09-08";20,75;48,375;2000
"253";"09-09";19,025;56,25;2000
"254";"09-10";19,325;58,125;2000
"255";"09-11";18,9375;76,375;2000
"256";"09-12";20,9375;87,25;2000
"257";"09-13";21,2875;82,5;2000
"258";"09-14";21,3625;86,125;2000
"259";"09-15";22,625;83,5;2000
"260";"09-16";24,1;67,25;2000
"261";"09-17";20,275;58,625;2000
"262";"09-18";19,6625;61,75;2000
"263";"09-19";18,5285714285714;82,7142857142857;2000
"264";"09-20";17,275;69,125;2000
"265";"09-21";18,4625;56,875;2000
"266";"09-22";19,625;61,375;2000
"267";"09-23";18,7875;71,375;2000
"268";"09-24";18,925;80,125;2000
"269";"09-25";19,175;87;2000
"270";"09-26";18,6;87,875;2000
"271";"09-27";18,9375;89,875;2000
"272";"09-28";20,4;90,875;2000
"273";"09-29";17,925;90;2000
"274";"09-30";16,6875;63,625;2000
"275";"10-01";17,35;60,125;2000
"276";"10-02";16,975;51,5;2000
"277";"10-03";17;43,875;2000
"278";"10-04";16,875;55,25;2000
"279";"10-05";17,85;63,875;2000
"280";"10-06";17,025;42,875;2000
"281";"10-07";14,8125;41,875;2000
"282";"10-08";14,925;55;2000
"283";"10-09";17,45;51,625;2000
"284";"10-10";14,975;64;2000
"285";"10-11";14,6625;80,5;2000
"286";"10-12";13,6;91,625;2000
"287";"10-13";12,6;87,875;2000
"288";"10-14";13,5;86;2000
"289";"10-15";13,8375;85,125;2000
"290";"10-16";13,6125;82,75;2000
"291";"10-17";16,0125;68,75;2000
"292";"10-18";13,45;75,625;2000
"293";"10-19";13,3;85,25;2000
"294";"10-20";16,025;89,625;2000
"295";"10-21";18,375;81,875;2000
"296";"10-22";17,275;79;2000
"297";"10-23";15,9;89,25;2000
"298";"10-24";15,925;89,875;2000
"299";"10-25";15,4875;88,875;2000
"300";"10-26";17,15;78,875;2000
"301";"10-27";16,275;66,625;2000
"302";"10-28";14,1625;81,375;2000
"303";"10-29";16,425;73,375;2000
"304";"10-30";14,9;83,375;2000
"305";"10-31";13,95;69,5;2000
"306";"11-01";12,1714285714286;72,4285714285714;2000
"307";"11-02";13,9;75,875;2000
"308";"11-03";12,4625;71,75;2000
"309";"11-04";10,75;66,75;2000
"310";"11-05";10,6125;74,875;2000
"311";"11-06";14,0125;74,375;2000
"312";"11-07";11,15;62,125;2000
"313";"11-08";10,0875;73,875;2000
"314";"11-09";9,75000000000002;75,75;2000
"315";"11-10";8,88750000000003;70,25;2000
"316";"11-11";8,62500000000003;73,375;2000
"317";"11-12";15,425;86,875;2000
"318";"11-13";15,95;82;2000
"319";"11-14";11,8375;75,5;2000
"320";"11-15";8,41250000000002;79,75;2000
"321";"11-16";9,17500000000003;65,75;2000
"322";"11-17";10,575;50,75;2000
"323";"11-18";9,62500000000002;55;2000
"324";"11-19";7,66250000000003;84,75;2000
"325";"11-20";9,77500000000003;84,5;2000
"326";"11-21";8,82500000000003;77,25;2000
"327";"11-22";12,1;81,625;2000
"328";"11-23";12,875;84,125;2000
"329";"11-24";10,2;65,875;2000
"330";"11-25";9,31250000000001;78,875;2000
"331";"11-26";11,975;71,75;2000
"332";"11-27";10,3125;78,875;2000
"333";"11-28";10,675;87,875;2000
"334";"11-29";13,875;88,625;2000
"335";"11-30";13,4125;87,375;2000
"336";"12-01";14,8;87,125;2000
"337";"12-02";14,6375;87,125;2000
"338";"12-03";10,7625;70,5;2000
"339";"12-04";8,26250000000002;84,5;2000
"340";"12-05";12,6125;86,25;2000
"341";"12-06";14,7875;89,75;2000
"342";"12-07";15,5375;89,5;2000
"343";"12-08";15,45;89,625;2000
"344";"12-09";12,175;87,125;2000
"345";"12-10";8,40000000000002;85,25;2000
"346";"12-11";7,93750000000003;86,5;2000
"347";"12-12";10,575;84,5;2000
"348";"12-13";12,675;79,875;2000
"349";"12-14";9,11250000000002;83,75;2000
"350";"12-15";10,6875;63,25;2000
"351";"12-16";7,78750000000002;65,625;2000
"352";"12-17";8,30000000000002;81;2000
"353";"12-18";7,22500000000002;79,875;2000
"354";"12-19";7,47500000000003;82,875;2000
"355";"12-20";10,6625;83,875;2000
"356";"12-21";11,475;75,375;2000
"357";"12-22";11,05;67,125;2000
"358";"12-23";9,06250000000003;64,75;2000
"359";"12-24";12,0875;89,75;2000
"360";"12-25";11,0875;85;2000
"361";"12-26";9,66250000000004;90,25;2000
"362";"12-27";10,7625;77;2000
"363";"12-28";8,95000000000002;58,25;2000
"364";"12-29";6,71250000000003;68,75;2000
"365";"12-30";4,37500000000002;78,125;2000
"366";"12-31";4,21250000000003;49,625;2000
"367";"01-01";6,80000000000003;84,75;2001
"368";"01-02";13,3625;79,875;2001
"369";"01-03";9,42500000000003;76,25;2001
"370";"01-04";10,2;76,125;2001
"371";"01-05";9,60000000000002;87,125;2001
"372";"01-06";11,125;91,5;2001
"373";"01-07";8,06250000000002;80,875;2001
"374";"01-08";7,80000000000003;64,75;2001
"375";"01-09";6,15000000000001;72,75;2001
"376";"01-10";11,15;84,5;2001
"377";"01-11";12,4625;91,75;2001
"378";"01-12";11,875;88,625;2001
"379";"01-13";10,375;88;2001
"380";"01-14";6,36250000000002;85,625;2001
"381";"01-15";6,41250000000003;85,375;2001
"382";"01-16";4,88750000000003;80,625;2001
"383";"01-17";4,58571428571431;88,7142857142857;2001
"384";"01-18";5,47500000000002;94,125;2001
"385";"01-19";7,93750000000002;89,875;2001
"386";"01-20";6,47500000000002;81,875;2001
"387";"01-21";5,31250000000002;76,5;2001
"388";"01-22";8,17500000000002;86,375;2001
"389";"01-23";11,3;90,5;2001
"390";"01-24";11,55;86;2001
"391";"01-25";10,0625;74,875;2001
"392";"01-26";8,47500000000002;74,125;2001
"393";"01-27";9,83750000000002;60,875;2001
"394";"01-28";5,95000000000003;87,375;2001
"395";"01-29";8,11250000000003;66,375;2001
"396";"01-30";7,21250000000002;44,875;2001
"397";"01-31";5,63750000000003;56,75;2001
"398";"02-01";5,68750000000002;48,25;2001
"399";"02-02";4,82500000000002;49;2001
"400";"02-03";11,7875;70,125;2001
"401";"02-04";10,75;80,25;2001
"402";"02-05";9,81250000000001;87,25;2001
"403";"02-06";11,6625;88,375;2001
"404";"02-07";13,1875;87,625;2001
"405";"02-08";13,4375;76,375;2001
"406";"02-09";10,0625;50,75;2001
"407";"02-10";8,87500000000002;56,375;2001
"408";"02-11";8,90000000000002;63,875;2001
"409";"02-12";7,87500000000002;80,125;2001
"410";"02-13";11,7625;62,875;2001
"411";"02-14";10,6;70,875;2001
"412";"02-15";8,81250000000003;76,5;2001
"413";"02-16";8,43750000000002;82,375;2001
"414";"02-17";7,97500000000003;59,5;2001
"415";"02-18";7,11250000000003;69,75;2001
"416";"02-19";7,38750000000003;69,125;2001
"417";"02-20";8,65000000000003;53,5;2001
"418";"02-21";8,92500000000003;49;2001
"419";"02-22";11,075;52;2001
"420";"02-23";10,6125;60,125;2001
"421";"02-24";8,72500000000003;50,75;2001
"422";"02-25";4,58750000000002;45,375;2001
"423";"02-26";4,16250000000002;35,25;2001
"424";"02-27";3,71250000000003;72,125;2001
"425";"02-28";3,52500000000002;83,5;2001
"426";"03-01";6,72500000000002;68,5;2001
"427";"03-02";6,95000000000002;90,75;2001
"428";"03-03";11,6875;90,125;2001
"429";"03-04";11,7;84,25;2001
"430";"03-05";12,575;75,375;2001
"431";"03-06";11,475;83,125;2001
"432";"03-07";13,375;85,375;2001
"433";"03-08";12,45;88,25;2001
"434";"03-09";12;72,25;2001
"435";"03-10";13,6;84,625;2001
"436";"03-11";14,6125;81,25;2001
"437";"03-12";12,3625;89,875;2001
"438";"03-13";12,0125;62;2001
"439";"03-14";13,525;60,25;2001
"440";"03-15";12,825;73,625;2001
"441";"03-16";12,1875;86;2001
"442";"03-17";12,6625;77,625;2001
"443";"03-18";11,1875;76,75;2001
"444";"03-19";14,0625;66,875;2001
"445";"03-20";12,9125;83,875;2001
"446";"03-21";13,5;82;2001
"447";"03-22";16,2375;60,625;2001
"448";"03-23";14,5125;79,625;2001
"449";"03-24";14,65;86,375;2001
"450";"03-25";15,175;61,875;2001
"451";"03-26";13,15;66,75;2001
"452";"03-27";13,225;72,375;2001
"453";"03-28";14,075;73,875;2001
"454";"03-29";12,3;70,375;2001
"455";"03-30";12,55;45,25;2001
"456";"03-31";13,6875;43,125;2001
"457";"04-01";13,3;58,5;2001
"458";"04-02";11,6333333333334;77,3333333333333;2001
"459";"04-03";13,8833333333334;77,5;2001
"460";"04-04";14,4875;78,375;2001
"461";"04-05";13,725;49,25;2001
"462";"04-06";16,425;69,5;2001
"463";"04-07";13,375;65;2001
"464";"04-08";13,5875;51,75;2001
"465";"04-09";13,9;52,875;2001
"466";"04-10";14,6;57,75;2001
"467";"04-11";13,9375;44,75;2001
"468";"04-12";14,45;40,75;2001
"469";"04-13";12,1375;38,375;2001
"470";"04-14";11,8285714285714;28,7142857142857;2001
"471";"04-15";11,3375;45,375;2001
"472";"04-16";14,0125;59,5;2001
"473";"04-17";12,25;44,875;2001
"474";"04-18";11,425;49,375;2001
"475";"04-19";12,725;54,75;2001
"476";"04-20";10,2375;41,875;2001
"477";"04-21";8,7714285714286;44;2001
"478";"04-22";11,6875;36,625;2001
"479";"04-23";13,475;63,5;2001
"480";"04-24";13,7125;73,5;2001
"481";"04-25";17,1125;57,875;2001
"482";"04-26";15,6875;47,75;2001
"483";"04-27";13,1;72,5714285714286;2001
"484";"04-28";16,825;57;2001
"485";"04-29";14,3625;85,25;2001
"486";"04-30";15,275;83,625;2001
"487";"05-01";11,5875;82,375;2001
"488";"05-02";12,75;90,5;2001
"489";"05-03";12,4;82,25;2001
"490";"05-04";12,4875;84;2001
"491";"05-05";13,525;74;2001
"492";"05-06";14,9875;56,875;2001
"493";"05-07";15,9875;53,625;2001
"494";"05-08";17,0125;60,25;2001
"495";"05-09";15,9;76,375;2001
"496";"05-10";17,8125;70,75;2001
"497";"05-11";18,0625;76,5;2001
"498";"05-12";17,1625;76,5;2001
"499";"05-13";15,9375;84,75;2001
"500";"05-14";17,5875;85;2001
"501";"05-15";18,175;82,25;2001
"502";"05-16";17,9;85,625;2001
"503";"05-17";18,6625;83,5;2001
"504";"05-18";19,1375;43,125;2001
"505";"05-19";19,7;36;2001
"506";"05-20";20;52,5;2001
"507";"05-21";17,8375;78,75;2001
"508";"05-22";17,975;78,875;2001
"509";"05-23";18,975;81,625;2001
"510";"05-24";20,3375;73,5;2001
"511";"05-25";23,9375;54,75;2001
"512";"05-26";23,6875;54;2001
"513";"05-27";22,975;63,5;2001
"514";"05-28";23,375;67,125;2001
"515";"05-29";24,975;64,125;2001
"516";"05-30";23,4;77,5;2001
"517";"05-31";26,3125;63,375;2001
"518";"06-01";23,275;38,25;2001
"519";"06-02";21,65;40,625;2001
"520";"06-03";20,475;41;2001
"521";"06-04";18,2375;39;2001
"522";"06-05";18,225;62,5;2001
"523";"06-06";21,5375;55,625;2001
"524";"06-07";20,5625;58,375;2001
"525";"06-08";19,525;85,25;2001
"526";"06-09";20,0125;82;2001
"527";"06-10";18;87,625;2001
"528";"06-11";19,0875;49;2001
"529";"06-12";18,7875;52,5;2001
"530";"06-13";19,5625;63,875;2001
"531";"06-14";21,7;61,125;2001
"532";"06-15";21,1625;83,625;2001
"533";"06-16";20,8875;64;2001
"534";"06-17";19,25;49,75;2001
"535";"06-18";20,575;42;2001
"536";"06-19";21,675;37;2001
"537";"06-20";22,3;43;2001
"538";"06-21";22,3375;55,375;2001
"539";"06-22";25,3375;52,5;2001
"540";"06-23";25,6375;47;2001
"541";"06-24";23,375;65,375;2001
"542";"06-25";22,5125;79;2001
"543";"06-26";23,175;66,875;2001
"544";"06-27";23,4;61,375;2001
"545";"06-28";25,5875;42,625;2001
"546";"06-29";25,475;43,125;2001
"547";"06-30";26,6375;51,125;2001
"548";"07-01";28,325;36,125;2001
"549";"07-02";26,3;43,625;2001
"550";"07-03";23,1875;72,25;2001
"551";"07-04";22,8375;84,625;2001
"552";"07-05";23,875;78,75;2001
"553";"07-06";22,8375;82;2001
"554";"07-07";23,0375;52,625;2001
"555";"07-08";22,9875;59,5;2001
"556";"07-09";23,5625;69,375;2001
"557";"07-10";25,5625;58,875;2001
"558";"07-11";24,575;47,375;2001
"559";"07-12";24,1625;51;2001
"560";"07-13";24,2625;61,125;2001
"561";"07-14";22,5;87,375;2001
"562";"07-15";18,3375;85,25;2001
"563";"07-16";19,4125;65;2001
"564";"07-17";20,6625;61,5;2001
"565";"07-18";22,125;56;2001
"566";"07-19";19,8875;55,75;2001
"567";"07-20";21,075;44;2001
"568";"07-21";21,075;48,5;2001
"569";"07-22";21,5875;66,125;2001
"570";"07-23";22,725;79,625;2001
"571";"07-24";26,45;59,125;2001
"572";"07-25";25,1875;60,375;2001
"573";"07-26";25,0875;69,625;2001
"574";"07-27";25,225;76,125;2001
"575";"07-28";25,425;70,25;2001
"576";"07-29";27,3125;58;2001
"577";"07-30";29,025;53,25;2001
"578";"07-31";27,0625;62,75;2001
"579";"08-01";29,225;50,625;2001
"580";"08-02";25,4875;80,625;2001
"581";"08-03";26,3375;65,5;2001
"582";"08-04";25,7125;48;2001
"583";"08-05";24,525;41,625;2001
"584";"08-06";24,5375;50,25;2001
"585";"08-07";23,9375;60;2001
"586";"08-08";25,675;66,25;2001
"587";"08-09";23,8;53,875;2001
"588";"08-10";23,7125;43;2001
"589";"08-11";23,2125;32,625;2001
"590";"08-12";22,1375;48,375;2001
"591";"08-13";21,7;60,875;2001
"592";"08-14";21,1625;86,75;2001
"593";"08-15";23,075;82,125;2001
"594";"08-16";23,2375;66,625;2001
"595";"08-17";24,3625;62,375;2001
"596";"08-18";22,45;84,5;2001
"597";"08-19";22,5375;89,5;2001
"598";"08-20";24,8;62,875;2001
"599";"08-21";23,65;59,625;2001
"600";"08-22";25,4875;59,875;2001
"601";"08-23";25,4125;60,75;2001
"602";"08-24";25,1125;65,25;2001
"603";"08-25";24,6375;82,5;2001
"604";"08-26";24,35;83;2001
"605";"08-27";24,5375;80,875;2001
"606";"08-28";25,75;69,25;2001
"607";"08-29";26,6625;63,125;2001
"608";"08-30";25,5375;47,375;2001
"609";"08-31";23;45,125;2001
"610";"09-01";20,825;42,125;2001
"611";"09-02";21,125;45;2001
"612";"09-03";19,8375;70,375;2001
"613";"09-04";22,4;55,75;2001
"614";"09-05";19,025;40,875;2001
"615";"09-06";19,3625;45,875;2001
"616";"09-07";24,3142857142857;41,2857142857143;2001
"617";"09-08";22,9375;42,625;2001
"618";"09-09";21,675;46,125;2001
"619";"09-10";17,8625;35;2001
"620";"09-11";17,7;36,75;2001
"621";"09-12";18,825;41,875;2001
"622";"09-13";18,5875;59,125;2001
"623";"09-14";19,8125;50,5;2001
"624";"09-15";19,675;41,375;2001
"625";"09-16";19,8;44,75;2001
"626";"09-17";16,275;40,75;2001
"627";"09-18";15,0625;45;2001
"628";"09-19";15,25;64,625;2001
"629";"09-20";16,3;80;2001
"630";"09-21";17,175;79,125;2001
"631";"09-22";17,05;94,625;2001
"632";"09-23";18;93,75;2001
"633";"09-24";17,8375;79,125;2001
"634";"09-25";17,325;63,875;2001
"635";"09-26";17,2625;67;2001
"636";"09-27";16,4625;80,375;2001
"637";"09-28";17,75;88,875;2001
"638";"09-29";15,675;96,125;2001
"639";"09-30";17,325;86,75;2001
"640";"10-01";17,55;93,625;2001
"641";"10-02";20,4375;95;2001
"642";"10-03";19,925;89,625;2001
"643";"10-04";18,3125;75,875;2001
"644";"10-05";15,8;90,375;2001
"645";"10-06";19,05;90,125;2001
"646";"10-07";19,1375;90,125;2001
"647";"10-08";19,1625;78,375;2001
"648";"10-09";17,0375;91,5;2001
"649";"10-10";17,4125;82,25;2001
"650";"10-11";17,8625;81,125;2001
"651";"10-12";18,4;84,375;2001
"652";"10-13";18,4625;81,375;2001
"653";"10-14";19,3285714285715;81,4285714285714;2001
"654";"10-15";18,8;89,25;2001
"655";"10-16";18,75;80,625;2001
"656";"10-17";18,2375;89,125;2001
"657";"10-18";19,5;92,875;2001
"658";"10-19";20,4375;90,625;2001
"659";"10-20";20,3125;89,75;2001
"660";"10-21";16,5;73,875;2001
"661";"10-22";15,375;78;2001
"662";"10-23";17,375;75,875;2001
"663";"10-24";17,0125;62,5;2001
"664";"10-25";16,4125;70,875;2001
"665";"10-26";15,3875;85,25;2001
"666";"10-27";17,6125;89,625;2001
"667";"10-28";18,3125;87,625;2001
"668";"10-29";17,075;90,5;2001
"669";"10-30";16,575;87,25;2001
"670";"10-31";16,05;92,875;2001
"671";"11-01";14,725;46,5;2001
"672";"11-02";12,25;56,5;2001
"673";"11-03";10,9625;75,875;2001
"674";"11-04";11,1375;88,75;2001
"675";"11-05";12,45;79,625;2001
"676";"11-06";11,3;62,125;2001
"677";"11-07";14,1625;67,875;2001
"678";"11-08";14,6125;65,375;2001
"679";"11-09";7,95000000000002;46,375;2001
"680";"11-10";6,77500000000001;45;2001
"681";"11-11";7,40000000000003;61,125;2001
"682";"11-12";7,35000000000002;69,875;2001
"683";"11-13";11,075;64,875;2001
"684";"11-14";8,75000000000001;45,75;2001
"685";"11-15";7,47500000000003;58,25;2001
"686";"11-16";8,70000000000002;77,25;2001
"687";"11-17";8,50000000000002;75,625;2001
"688";"11-18";10,2625;89,625;2001
"689";"11-19";10,5375;80,625;2001
"690";"11-20";5,74285714285717;75,8571428571429;2001
"691";"11-21";5,38750000000003;73,375;2001
"692";"11-22";4,58750000000002;73,25;2001
"693";"11-23";8,35000000000003;54,75;2001
"694";"11-24";7,51250000000003;55;2001
"695";"11-25";8,90000000000003;75,875;2001
